enrollment_id,student_id,course_id,term_id,grade,attendance_rate,last_login,assignment_completion
1233,307,3,2,C,89.91,2025-04-10,93.00
1234,307,2,2,B,93.75,2025-04-08,72.86
1235,307,6,2,D,72.53,2025-04-07,81.58
1236,307,15,2,F,93.13,2025-04-08,91.46
1237,308,2,2,D,73.56,2025-03-20,43.96
1238,308,6,2,W,55.77,2025-03-29,69.75
1239,308,6,2,F,70.84,2025-03-19,49.01
1240,308,5,2,W,74.59,2025-03-15,53.01
1241,308,10,2,B,47.71,2025-03-20,41.93
1242,309,5,2,F,44.75,2025-03-28,41.19
1243,309,2,2,C,63.66,2025-03-24,73.16
1244,309,10,2,D,61.44,2025-03-29,63.77
1245,309,13,2,D,65.58,2025-03-16,57.70
1246,310,10,2,D,65.93,2025-03-20,54.22
1247,310,4,2,W,77.75,2025-04-03,67.55
1248,310,11,2,C,68.29,2025-03-29,45.19
1254,312,6,2,F,92.37,2025-04-05,85.25
1255,312,12,2,A,87.24,2025-04-04,72.41
1256,312,8,2,F,90.07,2025-04-10,82.06
1257,312,13,2,W,75.36,2025-04-06,76.09
1261,314,1,2,A,65.73,2025-04-01,43.07
1262,314,4,2,B,64.50,2025-03-16,61.48
1263,314,11,2,W,73.63,2025-03-20,62.65
1264,314,8,2,C,47.02,2025-04-02,57.26
1269,316,11,2,D,75.92,2025-03-27,79.48
1270,316,4,2,A,44.29,2025-04-03,70.34
1271,316,11,2,B,50.53,2025-03-21,53.15
1272,316,10,2,F,43.68,2025-03-16,61.79
1273,317,4,2,B,77.27,2025-04-12,74.56
1274,317,3,2,B,70.94,2025-04-09,84.44
1275,317,8,2,B,94.77,2025-04-03,79.83
1276,318,7,2,D,89.31,2025-04-03,71.77
1277,318,15,2,D,91.34,2025-04-03,81.13
1278,318,15,2,A,75.83,2025-04-08,79.96
1279,318,12,2,C,74.40,2025-04-11,87.18
1280,318,8,2,C,73.22,2025-04-10,88.49
1281,319,7,2,D,81.29,2025-04-06,83.51
1282,319,8,2,W,77.16,2025-04-04,82.66
1283,319,15,2,C,82.30,2025-04-08,76.32
1284,320,4,2,W,44.47,2025-04-02,64.63
1285,320,4,2,C,60.04,2025-03-28,75.83
1286,320,6,2,F,73.96,2025-03-18,51.61
1287,320,12,2,D,60.69,2025-03-28,59.09
1288,320,2,2,B,65.79,2025-03-17,63.04
1289,321,12,2,A,70.27,2025-03-21,54.18
1290,321,3,2,B,43.14,2025-03-25,69.11
1291,321,11,2,W,70.87,2025-04-02,41.40
1292,321,3,2,F,58.50,2025-03-23,46.84
1298,323,6,2,C,46.85,2025-03-27,67.47
1299,323,2,2,A,68.08,2025-03-26,53.71
1300,323,11,2,A,71.83,2025-03-19,50.12
1301,324,13,2,B,68.49,2025-03-31,56.72
1302,324,11,2,W,55.92,2025-03-29,71.28
1303,324,12,2,F,45.31,2025-03-31,46.14
1304,324,8,2,C,71.58,2025-03-27,55.78
1305,325,1,2,W,87.88,2025-04-06,76.37
1306,325,9,2,F,91.53,2025-04-12,75.19
1307,325,2,2,D,87.42,2025-04-03,94.33
1308,326,15,2,F,79.94,2025-04-12,91.89
1309,326,7,2,A,94.43,2025-04-09,94.41
1310,326,2,2,C,77.95,2025-04-12,78.62
1311,326,10,2,C,77.79,2025-04-12,80.47
1312,327,2,2,A,91.43,2025-04-04,73.93
1313,327,5,2,C,86.63,2025-04-10,88.75
1314,327,7,2,C,88.75,2025-04-10,83.50
1320,329,9,2,C,78.31,2025-04-03,86.24
1321,329,1,2,A,89.39,2025-04-11,75.46
1322,329,15,2,W,88.83,2025-04-05,75.82
1323,329,3,2,A,83.93,2025-04-03,71.68
1327,331,13,2,F,52.51,2025-03-15,57.02
1328,331,3,2,W,78.94,2025-03-25,40.88
1329,331,15,2,C,45.41,2025-03-27,46.94
1330,331,11,2,D,69.58,2025-03-21,51.81
1331,331,5,2,B,63.85,2025-03-25,68.79
1332,332,14,2,B,85.15,2025-04-10,75.75
1333,332,12,2,D,74.65,2025-04-10,81.17
1334,332,15,2,A,85.31,2025-04-07,84.96
1335,332,10,2,F,92.47,2025-04-08,70.77
1336,333,5,2,F,85.02,2025-04-06,70.25
1337,333,9,2,A,77.25,2025-04-04,83.63
1338,333,12,2,C,77.48,2025-04-04,87.55
1339,333,1,2,B,92.41,2025-04-06,80.00
1340,333,7,2,F,93.22,2025-04-07,92.42
1341,334,6,2,A,40.61,2025-03-19,64.04
1342,334,1,2,A,49.84,2025-03-28,48.14
1343,334,11,2,F,65.39,2025-03-21,51.75
1344,334,7,2,W,65.54,2025-03-29,50.44
1345,334,2,2,C,62.32,2025-03-24,73.82
1346,335,1,2,C,71.24,2025-04-06,89.44
1347,335,10,2,C,93.96,2025-04-09,71.78
1348,335,3,2,C,85.03,2025-04-08,91.23
1349,336,6,2,W,79.25,2025-04-10,76.63
1350,336,3,2,B,79.73,2025-04-05,74.13
1351,336,15,2,A,87.26,2025-04-04,94.39
1352,336,5,2,W,90.54,2025-04-08,81.25
1353,337,1,2,D,89.36,2025-04-11,77.16
1354,337,10,2,C,92.65,2025-04-07,75.39
1355,337,8,2,B,85.43,2025-04-12,80.76
1356,338,9,2,W,49.75,2025-04-02,64.08
1357,338,6,2,F,58.71,2025-04-02,75.05
1358,338,1,2,F,63.91,2025-04-01,47.32
1359,338,7,2,D,46.25,2025-03-24,62.29
1360,338,8,2,B,78.18,2025-03-20,69.41
1361,339,11,2,B,75.75,2025-04-06,75.02
1362,339,1,2,W,86.93,2025-04-08,84.62
1363,339,13,2,C,84.69,2025-04-08,93.65
1364,339,2,2,F,94.95,2025-04-11,84.00
1365,340,10,2,F,52.28,2025-03-23,54.33
1366,340,1,2,F,59.26,2025-03-21,46.13
1367,340,1,2,C,60.75,2025-03-25,65.26
1368,340,7,2,A,56.27,2025-03-22,74.63
1369,340,7,2,A,41.45,2025-03-16,49.73
1370,341,10,2,F,86.18,2025-04-06,78.55
1371,341,5,2,A,75.60,2025-04-06,78.75
1372,341,11,2,W,75.98,2025-04-04,70.14
1373,341,10,2,W,76.51,2025-04-10,72.76
1374,341,14,2,D,70.89,2025-04-12,77.04
1375,342,12,2,C,44.65,2025-03-25,57.21
1376,342,15,2,D,74.23,2025-03-30,44.13
1377,342,6,2,A,50.00,2025-03-19,63.21
1378,342,11,2,W,40.23,2025-03-22,60.97
1379,343,9,2,D,88.43,2025-04-09,75.44
1380,343,14,2,C,89.61,2025-04-04,87.17
1381,343,11,2,C,81.74,2025-04-11,70.39
1382,344,14,2,D,82.66,2025-04-12,74.05
1383,344,8,2,F,89.09,2025-04-09,70.08
1384,344,1,2,C,94.87,2025-04-07,92.45
1385,345,6,2,A,90.78,2025-04-03,83.15
1386,345,4,2,C,71.95,2025-04-03,92.41
1387,345,5,2,F,76.68,2025-04-08,82.57
1388,345,8,2,C,70.70,2025-04-10,74.15
1389,345,2,2,C,89.52,2025-04-06,73.66
1394,347,4,2,C,86.06,2025-04-12,91.89
1395,347,7,2,F,85.91,2025-04-04,93.18
1396,347,7,2,F,83.24,2025-04-10,84.72
1397,348,2,2,D,82.59,2025-04-10,75.89
1398,348,5,2,W,74.34,2025-04-07,94.15
1399,348,14,2,F,92.13,2025-04-05,82.21
1400,349,3,2,D,55.09,2025-03-28,47.80
1401,349,6,2,W,56.42,2025-03-22,55.11
1402,349,8,2,W,60.04,2025-04-02,65.31
1403,350,7,2,D,79.24,2025-03-19,57.39
1404,350,1,2,W,75.16,2025-03-28,47.30
1405,350,15,2,D,45.04,2025-03-17,57.12
1406,350,3,2,B,70.57,2025-03-24,67.79
1407,351,5,2,W,76.55,2025-04-12,85.33
1408,351,15,2,C,70.54,2025-04-03,91.57
1409,351,14,2,D,76.18,2025-04-12,77.82
1410,351,7,2,W,70.86,2025-04-05,79.48
1411,351,13,2,C,72.34,2025-04-03,77.76
1412,352,12,2,D,73.39,2025-03-25,66.81
1413,352,1,2,B,65.08,2025-03-18,58.79
1414,352,7,2,C,54.05,2025-03-15,73.75
1415,352,3,2,B,55.23,2025-03-17,64.17
1416,353,7,2,W,62.05,2025-03-20,67.83
1417,353,3,2,D,54.89,2025-03-25,76.70
1418,353,11,2,W,69.48,2025-03-24,41.95
1419,354,9,2,B,66.26,2025-03-19,47.06
1420,354,7,2,A,71.94,2025-03-20,50.39
1421,354,11,2,B,46.33,2025-03-25,71.10
1422,355,2,2,F,86.57,2025-04-12,80.37
1423,355,10,2,D,76.20,2025-04-07,88.52
1424,355,2,2,F,71.30,2025-04-08,85.48
1425,355,13,2,D,72.31,2025-04-08,70.66
1433,358,6,2,B,54.28,2025-03-16,69.10
1434,358,5,2,W,55.92,2025-04-02,50.62
1435,358,15,2,C,78.66,2025-04-02,67.00
1436,358,3,2,W,53.24,2025-03-21,50.25
1437,359,10,2,D,48.09,2025-04-02,43.61
1438,359,5,2,F,64.26,2025-03-16,61.56
1439,359,12,2,F,59.55,2025-03-19,62.14
1440,360,11,2,D,77.04,2025-03-19,77.23
1441,360,14,2,W,52.28,2025-03-25,69.69
1442,360,4,2,A,61.75,2025-03-23,52.13
1443,360,1,2,C,74.02,2025-04-02,58.70
1444,361,12,2,F,43.70,2025-04-02,76.65
1445,361,7,2,A,54.11,2025-03-26,52.26
1446,361,12,2,W,45.86,2025-03-15,47.84
1447,362,8,2,F,75.43,2025-04-12,91.03
1448,362,3,2,F,84.92,2025-04-03,90.68
1449,362,11,2,A,81.66,2025-04-12,89.89
1450,363,15,2,F,84.94,2025-04-05,79.53
1451,363,2,2,W,80.11,2025-04-09,78.08
1452,363,5,2,D,73.74,2025-04-04,74.91
1453,363,11,2,B,94.17,2025-04-05,86.62
1454,364,12,2,C,86.84,2025-04-06,87.10
1455,364,4,2,W,77.11,2025-04-03,80.67
1456,364,12,2,F,79.19,2025-04-06,77.99
1457,364,15,2,D,87.83,2025-04-05,81.74
1458,365,14,2,W,72.75,2025-04-06,76.29
1459,365,6,2,W,89.70,2025-04-11,76.76
1460,365,10,2,A,89.33,2025-04-11,73.82
1461,366,3,2,B,85.79,2025-04-05,77.47
1462,366,4,2,W,85.93,2025-04-06,74.41
1463,366,4,2,C,86.66,2025-04-04,81.16
1464,367,1,2,A,55.41,2025-04-01,52.55
1465,367,10,2,A,77.63,2025-04-03,69.69
1466,367,3,2,C,70.20,2025-03-29,49.37
1467,367,8,2,D,70.78,2025-03-17,70.44
1468,367,2,2,D,42.32,2025-03-18,44.47
1469,368,1,2,F,63.66,2025-03-22,41.56
1470,368,14,2,W,62.52,2025-03-26,43.03
1471,368,4,2,D,41.20,2025-03-23,76.73
1472,368,5,2,B,64.53,2025-03-24,79.52
1473,369,13,2,D,69.89,2025-03-25,71.21
1474,369,15,2,F,72.07,2025-03-29,77.44
1475,369,12,2,D,41.43,2025-04-01,73.69
1476,370,7,2,F,65.94,2025-03-18,52.03
1477,370,3,2,A,43.43,2025-03-29,43.41
1478,370,12,2,W,55.25,2025-04-02,41.75
1479,370,15,2,B,57.85,2025-03-23,62.31
1480,370,10,2,D,49.25,2025-03-18,59.65
1481,371,3,2,W,64.24,2025-04-03,61.95
1482,371,5,2,B,56.11,2025-03-22,71.83
1483,371,8,2,W,72.75,2025-03-27,48.47
1484,372,14,2,W,71.84,2025-04-12,73.40
1485,372,9,2,D,81.18,2025-04-06,79.79
1486,372,15,2,W,83.51,2025-04-06,94.10
1490,374,1,2,C,84.26,2025-04-09,83.42
1491,374,5,2,F,93.11,2025-04-03,81.09
1492,374,9,2,B,93.63,2025-04-10,93.80
1493,375,4,2,D,59.84,2025-03-31,70.80
1494,375,2,2,A,61.25,2025-03-15,62.30
1495,375,14,2,F,51.20,2025-03-15,54.68
1496,376,9,2,C,57.75,2025-03-17,51.67
1497,376,11,2,B,42.97,2025-03-17,49.63
1498,376,9,2,A,60.79,2025-03-17,50.35
1499,376,5,2,W,53.08,2025-03-16,75.27
1500,376,1,2,A,73.55,2025-03-19,67.15
1501,377,14,2,C,66.67,2025-03-20,52.19
1502,377,2,2,B,77.60,2025-03-16,54.35
1503,377,15,2,B,62.32,2025-03-19,75.41
1504,377,7,2,B,44.32,2025-03-16,52.73
1505,378,4,2,D,91.80,2025-04-07,78.92
1506,378,3,2,D,74.42,2025-04-09,90.43
1507,378,14,2,A,80.77,2025-04-07,73.19
1508,378,6,2,F,79.19,2025-04-12,89.93
1509,378,11,2,W,79.96,2025-04-03,73.19
1510,379,1,2,D,57.91,2025-04-01,78.55
1511,379,9,2,B,50.01,2025-03-24,67.30
1512,379,10,2,D,79.93,2025-04-01,64.33
1513,379,1,2,A,63.20,2025-04-03,75.42
1514,380,2,2,D,77.60,2025-04-10,79.01
1515,380,10,2,B,77.70,2025-04-10,82.85
1516,380,13,2,W,71.42,2025-04-09,83.47
1517,380,11,2,A,78.64,2025-04-12,90.30
1518,380,5,2,B,86.85,2025-04-05,75.33
1519,381,4,2,W,89.55,2025-04-10,76.16
1520,381,2,2,C,78.94,2025-04-05,82.73
1521,381,6,2,C,71.47,2025-04-05,72.98
1522,382,5,2,C,70.57,2025-04-12,94.48
1523,382,15,2,D,85.05,2025-04-07,82.85
1524,382,13,2,F,85.81,2025-04-07,83.65
1525,382,10,2,F,71.98,2025-04-04,71.96
1526,382,9,2,A,80.79,2025-04-03,87.85
1527,383,10,2,B,67.35,2025-03-19,41.96
1528,383,3,2,W,75.71,2025-03-30,77.33
1529,383,13,2,D,46.33,2025-04-02,52.71
1530,384,10,2,W,52.74,2025-03-31,41.48
1531,384,15,2,B,77.13,2025-03-30,72.23
1532,384,14,2,B,73.49,2025-03-24,72.19
1533,384,7,2,D,70.70,2025-03-18,78.40
1534,384,1,2,A,66.59,2025-03-22,61.92
1535,385,3,2,F,86.11,2025-04-05,80.35
1536,385,12,2,D,91.43,2025-04-09,77.00
1537,385,6,2,B,90.35,2025-04-06,92.28
1538,386,13,2,A,74.06,2025-04-04,75.33
1539,386,14,2,D,91.33,2025-04-11,88.32
1540,386,6,2,A,78.50,2025-04-07,77.64
1541,386,9,2,A,94.99,2025-04-04,83.66
1542,387,7,2,B,41.01,2025-03-16,59.55
1543,387,7,2,F,62.32,2025-03-16,42.34
1544,387,14,2,F,68.30,2025-03-16,49.48
1545,387,2,2,B,77.06,2025-03-23,59.73
1546,388,2,2,B,73.92,2025-04-01,66.33
1547,388,8,2,W,47.02,2025-04-01,62.17
1548,388,13,2,C,45.22,2025-03-26,48.78
1549,388,9,2,F,57.66,2025-03-15,60.87
1550,388,3,2,F,72.07,2025-03-19,77.09
1551,389,3,2,D,72.27,2025-04-08,88.39
1552,389,4,2,W,83.99,2025-04-10,76.70
1553,389,9,2,F,86.55,2025-04-11,75.21
1554,389,15,2,A,90.15,2025-04-04,89.53
1555,389,8,2,W,81.30,2025-04-05,80.17
1556,390,5,2,D,71.54,2025-04-03,78.01
1557,390,12,2,D,94.79,2025-04-03,86.16
1558,390,2,2,F,80.15,2025-04-05,84.79
1559,390,12,2,W,93.49,2025-04-04,93.91
1560,390,5,2,F,92.13,2025-04-12,80.08
1561,391,4,2,D,89.32,2025-04-05,83.48
1562,391,8,2,F,80.30,2025-04-11,93.69
1563,391,6,2,F,73.16,2025-04-10,85.29
1564,392,3,2,W,78.04,2025-03-28,78.39
1565,392,11,2,W,76.43,2025-03-26,55.87
1566,392,2,2,D,54.56,2025-03-28,62.11
1572,394,7,2,F,55.03,2025-03-24,65.45
1573,394,5,2,W,43.15,2025-03-29,53.03
1574,394,4,2,C,57.53,2025-03-19,69.16
1575,395,3,2,D,87.60,2025-04-05,84.35
1576,395,5,2,D,86.05,2025-04-07,74.57
1577,395,9,2,D,80.30,2025-04-04,84.78
1578,396,5,2,D,86.44,2025-04-05,74.27
1579,396,11,2,F,89.62,2025-04-06,74.60
1580,396,11,2,W,76.33,2025-04-04,71.89
1581,396,7,2,D,82.51,2025-04-04,73.50
1582,396,12,2,F,93.75,2025-04-07,75.69
1583,397,9,2,C,86.27,2025-04-08,72.41
1584,397,8,2,A,76.91,2025-04-06,83.15
1585,397,5,2,B,85.82,2025-04-06,73.26
1586,398,8,2,B,93.01,2025-04-04,91.44
1587,398,2,2,D,92.76,2025-04-06,76.50
1588,398,11,2,B,78.31,2025-04-08,77.88
1589,398,2,2,C,90.37,2025-04-09,79.44
1590,399,3,2,C,87.15,2025-04-10,72.28
1591,399,15,2,A,81.44,2025-04-03,89.08
1592,399,3,2,W,91.37,2025-04-06,80.01
1593,399,6,2,B,81.92,2025-04-08,72.17
1594,399,5,2,B,86.78,2025-04-11,82.15
1595,400,8,2,C,74.92,2025-03-29,40.14
1596,400,10,2,A,78.08,2025-03-23,79.34
1597,400,9,2,A,41.38,2025-03-26,46.31
1598,400,14,2,A,47.27,2025-03-30,45.62
1599,401,4,2,C,47.06,2025-03-30,67.20
1600,401,4,2,D,64.08,2025-03-31,41.77
1601,401,2,2,C,41.51,2025-04-02,72.46
1602,401,6,2,B,52.28,2025-04-02,57.82
1603,401,12,2,B,65.06,2025-04-03,70.52
1604,402,10,2,D,59.49,2025-03-26,72.28
1605,402,12,2,A,46.66,2025-03-18,77.66
1606,402,13,2,A,79.36,2025-03-24,62.39
1611,404,3,2,F,63.99,2025-03-22,77.06
1612,404,11,2,W,40.62,2025-03-31,44.51
1613,404,15,2,D,51.41,2025-03-18,43.60
1614,404,9,2,A,77.38,2025-03-28,52.97
1615,405,8,2,W,75.65,2025-04-04,79.15
1616,405,6,2,W,90.90,2025-04-10,90.39
1617,405,4,2,C,75.10,2025-04-10,77.19
1623,407,15,2,W,79.58,2025-04-10,87.39
1624,407,11,2,A,85.35,2025-04-12,88.67
1625,407,1,2,W,89.06,2025-04-06,81.17
1626,407,5,2,C,92.05,2025-04-07,83.24
1627,407,9,2,A,71.95,2025-04-09,83.94
1628,408,4,2,W,74.48,2025-04-06,94.60
1629,408,9,2,A,71.53,2025-04-10,93.23
1630,408,15,2,F,75.26,2025-04-04,86.26
1631,409,10,2,B,44.83,2025-04-01,61.32
1632,409,2,2,D,76.59,2025-03-28,76.32
1633,409,14,2,B,75.42,2025-03-30,77.40
1634,409,15,2,W,61.24,2025-03-31,67.13
1635,409,11,2,F,51.46,2025-03-20,56.41
1636,410,3,2,F,82.38,2025-04-12,93.26
1637,410,12,2,W,71.28,2025-04-07,86.08
1638,410,10,2,F,84.95,2025-04-12,78.89
1639,411,4,2,B,62.95,2025-03-21,79.74
1640,411,2,2,W,56.13,2025-03-16,68.13
1641,411,15,2,D,58.72,2025-03-28,57.16
1642,411,14,2,B,74.59,2025-04-03,70.42
1643,411,3,2,F,61.77,2025-03-15,61.84
1644,412,1,2,W,78.93,2025-04-10,88.42
1645,412,2,2,D,89.18,2025-04-05,86.29
1646,412,7,2,B,80.06,2025-04-09,76.89
1647,412,5,2,B,84.59,2025-04-05,92.10
1648,413,10,2,D,47.90,2025-04-03,42.70
1649,413,13,2,D,42.76,2025-03-21,63.46
1650,413,11,2,W,77.21,2025-03-23,74.30
1651,414,5,2,W,94.32,2025-04-06,72.44
1652,414,2,2,W,72.95,2025-04-06,88.79
1653,414,5,2,B,74.20,2025-04-11,91.51
1654,415,6,2,B,89.58,2025-04-11,89.86
1655,415,14,2,C,88.51,2025-04-03,73.83
1656,415,1,2,B,90.17,2025-04-04,91.94
1657,415,13,2,B,86.05,2025-04-06,79.62
1658,415,5,2,F,90.36,2025-04-09,82.71
1659,416,9,2,B,70.29,2025-03-18,60.54
1660,416,11,2,F,66.58,2025-03-22,79.23
1661,416,3,2,D,73.74,2025-03-24,68.00
1662,417,11,2,A,89.27,2025-04-06,78.51
1663,417,7,2,A,78.86,2025-04-04,71.98
1664,417,15,2,B,70.13,2025-04-04,71.57
1665,418,12,2,F,68.24,2025-03-27,54.19
1666,418,1,2,C,74.72,2025-03-16,76.92
1667,418,2,2,F,76.96,2025-03-19,72.24
1668,418,12,2,W,66.59,2025-03-18,49.31
1669,419,5,2,C,52.80,2025-03-28,41.81
1670,419,5,2,D,65.01,2025-03-23,73.14
1671,419,9,2,W,75.52,2025-03-20,60.26
1672,419,6,2,A,60.46,2025-03-28,51.99
1673,420,12,2,B,81.02,2025-04-03,85.84
1674,420,4,2,D,86.52,2025-04-10,74.75
1675,420,10,2,B,90.98,2025-04-08,88.81
1676,420,2,2,C,72.69,2025-04-11,74.47
1677,421,12,2,C,49.54,2025-04-03,42.96
1678,421,14,2,W,51.66,2025-03-29,45.55
1679,421,10,2,B,59.60,2025-03-29,70.01
1680,421,2,2,A,62.74,2025-03-18,46.96
1681,421,1,2,A,66.19,2025-03-28,45.25
1685,423,8,2,W,90.01,2025-04-11,85.44
1686,423,6,2,F,76.05,2025-04-10,93.16
1687,423,4,2,A,86.86,2025-04-08,70.75
1688,424,6,2,A,70.48,2025-04-12,78.70
1689,424,14,2,W,71.14,2025-04-11,90.41
1690,424,10,2,F,77.76,2025-04-03,83.43
1691,424,2,2,W,71.14,2025-04-05,83.50
1692,424,12,2,A,84.03,2025-04-05,77.98
1693,425,2,2,D,48.29,2025-03-25,40.94
1694,425,3,2,B,74.52,2025-03-25,49.56
1695,425,7,2,C,44.03,2025-04-02,65.03
1696,425,6,2,D,60.91,2025-03-18,79.49
1697,425,1,2,F,42.73,2025-03-21,44.70
1701,427,14,2,B,61.41,2025-04-02,49.02
1702,427,13,2,F,53.16,2025-03-16,69.91
1703,427,10,2,D,49.94,2025-03-16,71.48
1704,428,7,2,A,60.97,2025-04-02,46.41
1705,428,14,2,D,58.11,2025-03-20,65.18
1706,428,11,2,B,56.42,2025-03-22,56.79
1707,428,2,2,D,75.45,2025-03-24,65.17
1708,428,11,2,B,70.95,2025-03-22,79.75
1709,429,6,2,C,89.88,2025-04-11,94.83
1710,429,3,2,W,88.62,2025-04-04,80.02
1711,429,14,2,D,70.68,2025-04-04,74.08
1712,430,13,2,F,93.04,2025-04-07,86.07
1713,430,15,2,D,72.88,2025-04-09,91.29
1714,430,11,2,D,85.79,2025-04-03,81.43
1715,431,4,2,W,52.56,2025-04-02,66.01
1716,431,13,2,C,49.85,2025-03-29,62.74
1717,431,2,2,B,55.25,2025-03-16,72.03
1718,432,6,2,W,74.65,2025-03-18,41.68
1719,432,2,2,W,79.81,2025-03-16,45.13
1720,432,11,2,C,70.21,2025-03-31,41.22
1721,433,2,2,D,73.28,2025-04-10,79.87
1722,433,4,2,F,80.36,2025-04-04,81.91
1723,433,2,2,A,94.38,2025-04-09,87.76
1724,434,15,2,D,40.81,2025-03-18,50.82
1725,434,12,2,A,67.00,2025-03-23,61.69
1726,434,9,2,D,73.54,2025-03-17,63.39
1727,434,9,2,C,61.33,2025-03-27,77.96
1728,434,3,2,D,77.22,2025-03-27,51.39
1729,435,2,2,C,86.80,2025-04-08,76.48
1730,435,3,2,D,74.11,2025-04-04,90.76
1731,435,5,2,F,74.73,2025-04-04,81.39
1732,435,6,2,D,86.26,2025-04-03,72.70
1733,435,15,2,B,92.27,2025-04-03,94.12
1734,436,1,2,B,41.13,2025-03-19,62.60
1735,436,7,2,W,78.05,2025-03-23,68.24
1736,436,2,2,F,77.88,2025-03-26,79.12
1737,437,9,2,W,81.78,2025-04-06,79.68
1738,437,9,2,B,91.86,2025-04-07,72.16
1739,437,10,2,F,84.26,2025-04-06,93.03
1740,437,5,2,A,88.23,2025-04-06,87.26
1741,437,8,2,F,73.90,2025-04-11,89.93
1742,438,11,2,B,76.02,2025-04-06,74.77
1743,438,13,2,W,92.65,2025-04-04,71.24
1744,438,6,2,W,85.00,2025-04-03,74.70
1745,438,4,2,A,82.60,2025-04-05,80.15
1746,438,13,2,W,70.82,2025-04-08,73.14
1747,439,1,2,A,44.04,2025-03-29,53.77
1748,439,9,2,D,52.31,2025-03-20,62.41
1749,439,1,2,W,51.01,2025-03-25,78.21
1750,439,7,2,B,68.36,2025-03-26,72.69
1751,440,11,2,D,42.92,2025-03-15,72.84
1752,440,3,2,B,45.50,2025-04-02,56.84
1753,440,11,2,D,51.35,2025-03-15,69.90
1754,440,11,2,B,41.77,2025-03-17,59.03
1755,441,7,2,B,80.64,2025-04-09,77.38
1756,441,13,2,A,74.38,2025-04-03,88.09
1757,441,15,2,W,91.60,2025-04-09,75.81
1758,441,2,2,C,84.19,2025-04-05,84.35
1759,441,13,2,C,86.86,2025-04-03,86.63
1760,442,8,2,F,46.70,2025-03-25,44.06
1761,442,13,2,D,71.09,2025-04-03,48.09
1762,442,6,2,A,45.16,2025-03-28,59.32
1763,443,4,2,C,91.09,2025-04-12,86.86
1764,443,7,2,F,87.84,2025-04-05,89.73
1765,443,13,2,F,78.64,2025-04-10,82.60
1766,444,7,2,F,93.83,2025-04-12,72.03
1767,444,8,2,F,74.71,2025-04-11,86.12
1768,444,10,2,A,93.40,2025-04-03,74.08
1769,445,11,2,F,66.78,2025-03-19,48.07
1770,445,15,2,D,41.30,2025-03-25,50.12
1771,445,13,2,C,46.63,2025-03-19,42.09
1772,445,2,2,A,64.48,2025-03-24,43.08
1773,445,1,2,A,71.50,2025-03-16,73.62
1774,446,15,2,D,67.10,2025-03-18,66.92
1775,446,6,2,B,61.33,2025-03-15,74.38
1776,446,15,2,A,59.31,2025-03-21,44.60
1777,447,15,2,A,62.32,2025-03-23,59.23
1778,447,14,2,A,76.26,2025-03-17,63.96
1779,447,5,2,A,64.33,2025-03-19,48.91
1780,447,10,2,W,55.35,2025-03-30,60.32
1786,449,13,2,D,74.69,2025-03-20,54.97
1787,449,9,2,W,66.21,2025-03-17,72.33
1788,449,2,2,W,56.63,2025-04-02,71.04
1789,449,14,2,B,41.49,2025-03-17,72.36
1790,449,4,2,C,47.79,2025-03-20,65.65
1791,450,8,2,W,73.66,2025-04-11,73.94
1792,450,3,2,B,86.68,2025-04-11,93.14
1793,450,13,2,A,72.29,2025-04-07,86.63
1794,450,15,2,D,80.70,2025-04-04,91.82
1795,450,7,2,A,71.32,2025-04-09,77.48
1796,451,4,2,W,78.34,2025-03-24,44.96
1797,451,8,2,W,79.53,2025-03-23,71.75
1798,451,5,2,F,43.39,2025-03-23,68.54
1799,452,3,2,W,83.15,2025-04-09,76.91
1800,452,14,2,C,90.33,2025-04-05,78.03
1801,452,10,2,W,78.62,2025-04-12,85.30
1802,452,11,2,C,81.41,2025-04-06,71.57
1803,453,2,2,F,86.83,2025-04-06,76.84
1804,453,2,2,W,85.13,2025-04-07,89.54
1805,453,15,2,W,92.06,2025-04-05,87.60
1806,453,7,2,C,92.14,2025-04-11,90.05
1807,454,8,2,W,72.33,2025-04-09,80.32
1808,454,8,2,F,77.92,2025-04-11,94.09
1809,454,7,2,C,84.23,2025-04-11,87.60
1810,454,3,2,D,89.81,2025-04-11,73.03
1811,455,7,2,F,47.44,2025-03-28,58.90
1812,455,15,2,D,69.20,2025-04-01,54.16
1813,455,9,2,W,48.57,2025-03-17,57.42
1814,456,14,2,F,78.86,2025-04-08,89.46
1815,456,15,2,B,72.79,2025-04-07,90.75
1816,456,3,2,D,80.84,2025-04-05,71.10
1817,456,7,2,B,71.12,2025-04-11,75.01
1821,458,5,2,B,47.20,2025-03-21,66.65
1822,458,14,2,A,75.58,2025-03-15,50.48
1823,458,14,2,W,52.23,2025-03-24,54.71
1824,458,15,2,F,56.32,2025-04-01,60.53
1825,459,11,2,C,70.99,2025-04-03,72.19
1826,459,5,2,W,78.92,2025-04-06,87.24
1827,459,13,2,D,72.91,2025-04-05,70.28
1831,461,4,2,D,75.33,2025-04-11,76.79
1832,461,3,2,F,88.74,2025-04-09,76.69
1833,461,5,2,A,73.84,2025-04-08,76.67
1834,461,2,2,B,78.44,2025-04-10,71.84
1835,461,14,2,A,84.06,2025-04-03,79.28
1836,462,11,2,F,59.07,2025-03-22,75.31
1837,462,2,2,W,48.02,2025-03-24,52.34
1838,462,1,2,D,41.54,2025-03-28,42.67
